sigma,snr,repeat,model,algo,use_cv,accuracy,f1,auc,tpr,fdr,precision,recall,sparsity,n_selected,selection_f1,selection_accuracy,fold,train_time,best_alpha,sign_accuracy,best_gamma,cv_score
1.0,1.0,16,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9587628865979382,0.041237113402061855,1.0,0.030000000000000027,485,0.0792079207920792,0.07,0,3.6261520385742188,,1.0,,
1.0,1.0,17,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9586776859504132,0.04132231404958678,1.0,0.03200000000000003,484,0.07936507936507936,0.072,0,3.6658854484558105,,1.0,,
1.0,1.0,18,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.95,0.9609053497942387,0.03909465020576132,0.95,0.028000000000000025,486,0.07509881422924901,0.064,0,3.6435275077819824,,1.0,,
1.0,1.0,19,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,0.95,0.9604166666666667,0.03958333333333333,0.95,0.040000000000000036,480,0.076,0.076,0,3.655618906021118,,1.0,,
2.0,0.5,0,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.983050847457627,0.9988888888888889,0.95,0.8240740740740741,0.17592592592592593,0.95,0.784,108,0.29687500000000006,0.82,0,4.201799631118774,,1.0,,
2.0,0.5,1,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9148936170212766,0.0851063829787234,1.0,0.53,235,0.1568627450980392,0.57,0,3.6986780166625977,,1.0,,
2.0,0.5,2,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9818181818181818,1.0,0.95,0.9606625258799172,0.039337474120082816,0.95,0.03400000000000003,483,0.07554671968190854,0.07,0,3.708035707473755,,1.0,,
2.0,0.5,3,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9580712788259959,0.041928721174004195,1.0,0.04600000000000004,477,0.08048289738430583,0.086,0,3.633606433868408,,1.0,,
2.0,0.5,4,RelaxedLassoCV,relaxed_lasso_1se,True,0.9166666666666666,0.9180327868852459,0.9911012235817576,0.9,0.8895705521472392,0.11042944785276074,0.9,0.6739999999999999,163,0.19672131147540986,0.706,0,4.209752321243286,,1.0,,
2.0,0.5,5,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.677065134048462,,1.0,,
2.0,0.5,6,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9850746268656716,1.0,0.95,0.9609856262833676,0.039014373716632446,0.95,0.026000000000000023,487,0.07495069033530573,0.062,0,3.711263418197632,,1.0,,
2.0,0.5,7,RelaxedLassoCV,relaxed_lasso_1se,True,0.95,0.9433962264150944,0.994343891402715,0.75,0.8076923076923077,0.19230769230769232,0.75,0.844,78,0.3061224489795919,0.864,0,4.0955846309661865,,1.0,,
2.0,0.5,8,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.4662506580352783,,1.0,,
2.0,0.5,9,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9803921568627451,0.994343891402715,1.0,0.9591002044989775,0.0408997955010225,1.0,0.02200000000000002,489,0.07858546168958744,0.062,0,3.6512675285339355,,1.0,,
2.0,0.5,10,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.962962962962963,0.9977678571428571,0.85,0.711864406779661,0.288135593220339,0.85,0.882,59,0.43037974683544306,0.91,0,3.727335214614868,,1.0,,
2.0,0.5,11,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9846153846153847,1.0,1.0,0.9591002044989775,0.0408997955010225,1.0,0.02200000000000002,489,0.07858546168958744,0.062,0,3.7223753929138184,,1.0,,
2.0,0.5,12,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9581589958158996,0.04184100418410042,1.0,0.04400000000000004,478,0.08032128514056225,0.084,0,3.717001438140869,,1.0,,
2.0,0.5,13,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9655172413793104,0.9855555555555555,0.95,0.9112149532710281,0.08878504672897196,0.95,0.5720000000000001,214,0.1623931623931624,0.608,0,4.054851770401001,,1.0,,
2.0,0.5,14,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9666666666666667,0.9966666666666667,1.0,0.9585921325051759,0.041407867494824016,1.0,0.03400000000000003,483,0.07952286282306163,0.074,0,3.6826326847076416,,1.0,,
2.0,0.5,15,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.983050847457627,1.0,1.0,0.9591836734693877,0.04081632653061224,1.0,0.020000000000000018,490,0.07843137254901959,0.06,0,3.499697685241699,,1.0,,
2.0,0.5,16,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9583333333333334,0.041666666666666664,1.0,0.040000000000000036,480,0.07999999999999999,0.08,0,3.4411702156066895,,1.0,,
2.0,0.5,17,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9846153846153847,0.9988839285714286,1.0,0.9586776859504132,0.04132231404958678,1.0,0.03200000000000003,484,0.07936507936507936,0.072,0,3.68296217918396,,1.0,,
2.0,0.5,18,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9584199584199584,0.04158004158004158,1.0,0.038000000000000034,481,0.07984031936127745,0.078,0,3.470851421356201,,1.0,,
2.0,0.5,19,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9590163934426229,0.040983606557377046,1.0,0.02400000000000002,488,0.07874015748031496,0.064,0,3.5106866359710693,,1.0,,
3.0,0.33,0,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9666666666666667,0.9877777777777776,1.0,0.9578947368421052,0.042105263157894736,1.0,0.050000000000000044,475,0.08080808080808081,0.09,0,3.8454103469848633,,1.0,,
3.0,0.33,1,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9303135888501742,0.06968641114982578,1.0,0.42600000000000005,287,0.1302931596091205,0.466,0,3.6081604957580566,,1.0,,
3.0,0.33,2,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9824561403508771,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.63222599029541,,1.0,,
3.0,0.33,3,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9705882352941176,1.0,0.65,0.8414634146341463,0.15853658536585366,0.65,0.836,82,0.2549019607843137,0.848,0,4.071137428283691,,1.0,,
3.0,0.33,4,RelaxedLassoCV,relaxed_lasso_1se,True,0.95,0.9508196721311475,0.9855394883203559,0.75,0.8026315789473685,0.19736842105263158,0.75,0.848,76,0.31249999999999994,0.868,0,3.9177660942077637,,1.0,,
3.0,0.33,5,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9666666666666666,1.0,1.0,0.9578947368421052,0.042105263157894736,1.0,0.050000000000000044,475,0.08080808080808081,0.09,0,3.4818758964538574,,1.0,,
3.0,0.33,6,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9850746268656716,1.0,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.515439510345459,,1.0,,
3.0,0.33,7,RelaxedLassoCV,relaxed_lasso_1se,True,0.9,0.8888888888888888,0.9629629629629629,0.95,0.8642857142857143,0.1357142857142857,0.95,0.72,140,0.2375,0.756,0,4.016977787017822,,1.0,,
3.0,0.33,8,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9811320754716981,0.998868778280543,1.0,0.9520383693045563,0.047961630695443645,1.0,0.16600000000000004,417,0.09153318077803205,0.206,0,3.5451478958129883,,1.0,,
3.0,0.33,9,RelaxedLassoCV,relaxed_lasso_1se,True,0.9166666666666666,0.9019607843137256,0.9907407407407408,1.0,0.9548532731376975,0.045146726862302484,1.0,0.11399999999999999,443,0.08639308855291578,0.154,0,3.6845645904541016,,1.0,,
3.0,0.33,10,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9811320754716981,0.9955106621773289,1.0,0.9590163934426229,0.040983606557377046,1.0,0.02400000000000002,488,0.07874015748031496,0.064,0,3.836693286895752,,1.0,,
3.0,0.33,11,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.9592668024439919,0.04073319755600815,1.0,0.018000000000000016,491,0.07827788649706459,0.058,0,3.494903802871704,,1.0,,
3.0,0.33,12,RelaxedLassoCV,relaxed_lasso_1se,True,0.9166666666666666,0.9367088607594937,0.98875,0.95,0.9574944071588367,0.042505592841163314,0.95,0.10599999999999998,447,0.08137044967880087,0.142,0,3.764118194580078,,1.0,,
3.0,0.33,13,RelaxedLassoCV,relaxed_lasso_1se,True,0.95,0.9433962264150944,0.984287317620651,0.9,0.940983606557377,0.05901639344262295,0.9,0.39,305,0.11076923076923077,0.422,0,3.7622976303100586,,1.0,,
3.0,0.33,14,RelaxedLassoCV,relaxed_lasso_1se,True,0.9333333333333333,0.9374999999999999,0.9820426487093153,1.0,0.9590163934426229,0.040983606557377046,1.0,0.02400000000000002,488,0.07874015748031496,0.064,0,3.808919906616211,,1.0,,
3.0,0.33,15,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9666666666666667,0.9988888888888889,1.0,0.9589322381930184,0.04106776180698152,1.0,0.026000000000000023,487,0.07889546351084813,0.066,0,3.790240526199341,,1.0,,
3.0,0.33,16,RelaxedLassoCV,relaxed_lasso_1se,True,0.9666666666666667,0.9666666666666667,0.9955555555555555,0.95,0.9607438016528925,0.03925619834710744,0.95,0.03200000000000003,484,0.07539682539682539,0.068,0,3.675157308578491,,1.0,,
3.0,0.33,17,RelaxedLassoCV,relaxed_lasso_1se,True,0.95,0.9538461538461539,0.9911012235817575,1.0,0.9590163934426229,0.040983606557377046,1.0,0.02400000000000002,488,0.07874015748031496,0.064,0,3.7297329902648926,,1.0,,
3.0,0.33,18,RelaxedLassoCV,relaxed_lasso_1se,True,1.0,1.0,1.0,1.0,0.6226415094339622,0.37735849056603776,1.0,0.894,53,0.5479452054794521,0.934,0,3.807833194732666,,1.0,,
3.0,0.33,19,RelaxedLassoCV,relaxed_lasso_1se,True,0.9833333333333333,0.9836065573770492,1.0,0.95,0.9603340292275574,0.03966597077244259,0.95,0.04200000000000004,479,0.07615230460921843,0.078,0,3.7725040912628174,,1.0,,
